I20251130 15:41:08.128051 26699 Sta.cc:383] read verilog file /home/meowth/ysyx/ysyx-workbench/yosys/yosys-sta/result/ysyx_25030077-330MHz/ysyx_25030077.netlist.fixed.v start
I20251130 15:41:08.128427 26699 VerilogParserRustC.cc:41] load verilog file /home/meowth/ysyx/ysyx-workbench/yosys/yosys-sta/result/ysyx_25030077-330MHz/ysyx_25030077.netlist.fixed.v
I20251130 15:41:09.982681 26699 Sta.cc:889] assign io_slave_rid[1] = io_master_arburst[0]
I20251130 15:41:09.982700 26699 Sta.cc:889] assign io_slave_rid[2] = io_master_arburst[0]
I20251130 15:41:09.982718 26699 Sta.cc:889] assign io_slave_rid[3] = io_master_arburst[0]
I20251130 15:41:09.982738 26699 Sta.cc:889] assign io_slave_rlast = io_master_arburst[0]
I20251130 15:41:09.982757 26699 Sta.cc:889] assign io_slave_rresp[0] = io_master_arburst[0]
I20251130 15:41:09.982779 26699 Sta.cc:889] assign io_slave_rresp[1] = io_master_arburst[0]
I20251130 15:41:09.985644 26699 Sta.cc:1106] link design ysyx_25030077 end
I20251130 15:41:09.985654 26699 Sta.cc:1108] design ysyx_25030077 inst num: 3042
I20251130 15:41:09.985666 26699 Sta.cc:1110] design ysyx_25030077 net num: 3642
I20251130 15:41:09.985673 26699 Sta.cc:1112] design ysyx_25030077 port num: 431
I20251130 15:41:09.985697 26699 Sta.cc:181] read sdc /home/meowth/ysyx/ysyx-workbench/yosys/yosys-sta/scripts/default.sdc start 
I20251130 15:41:09.988158 26699 CmdCreateClock.cc:124] create clock core_clock for pin/port: clock
I20251130 15:41:09.988178 26699 Sta.cc:198] read sdc /home/meowth/ysyx/ysyx-workbench/yosys/yosys-sta/scripts/default.sdc end 
I20251130 15:41:09.988197 26699 StaBuildGraph.cc:315] build graph start
I20251130 15:41:10.010437 26699 StaBuildGraph.cc:216] net io_interrupt has no driver.
I20251130 15:41:10.010506 26699 StaBuildGraph.cc:216] net io_master_bvalid has no driver.
I20251130 15:41:10.010515 26699 StaBuildGraph.cc:216] net io_master_rready has no driver.
I20251130 15:41:10.010524 26699 StaBuildGraph.cc:216] net io_master_rlast has no driver.
I20251130 15:41:10.010535 26699 StaBuildGraph.cc:216] net io_master_arlock has no driver.
I20251130 15:41:10.010543 26699 StaBuildGraph.cc:216] net io_master_awlock has no driver.
I20251130 15:41:10.010555 26699 StaBuildGraph.cc:216] net io_slave_arlock has no driver.
I20251130 15:41:10.010567 26699 StaBuildGraph.cc:216] net io_slave_awlock has no driver.
I20251130 15:41:10.010578 26699 StaBuildGraph.cc:216] net io_slave_awready has no driver.
I20251130 15:41:10.010588 26699 StaBuildGraph.cc:216] net io_slave_awvalid has no driver.
I20251130 15:41:10.010599 26699 StaBuildGraph.cc:216] net io_slave_wready has no driver.
I20251130 15:41:10.010608 26699 StaBuildGraph.cc:216] net io_slave_wvalid has no driver.
I20251130 15:41:10.010625 26699 StaBuildGraph.cc:216] net io_slave_wlast has no driver.
I20251130 15:41:10.010639 26699 StaBuildGraph.cc:216] net io_slave_bready has no driver.
I20251130 15:41:10.010646 26699 StaBuildGraph.cc:216] net io_slave_bvalid has no driver.
I20251130 15:41:10.010656 26699 StaBuildGraph.cc:216] net io_slave_arready has no driver.
I20251130 15:41:10.010665 26699 StaBuildGraph.cc:216] net io_slave_arvalid has no driver.
I20251130 15:41:10.010676 26699 StaBuildGraph.cc:216] net io_slave_rready has no driver.
I20251130 15:41:10.010687 26699 StaBuildGraph.cc:216] net io_slave_rvalid has no driver.
I20251130 15:41:10.010696 26699 StaBuildGraph.cc:216] net io_slave_rlast has no driver.
I20251130 15:41:10.020200 26699 StaBuildGraph.cc:216] net io_master_awid[0] has no driver.
I20251130 15:41:10.020257 26699 StaBuildGraph.cc:216] net io_master_awid[1] has no driver.
I20251130 15:41:10.020267 26699 StaBuildGraph.cc:216] net io_master_awid[2] has no driver.
I20251130 15:41:10.020274 26699 StaBuildGraph.cc:216] net io_master_awid[3] has no driver.
I20251130 15:41:10.020282 26699 StaBuildGraph.cc:216] net io_master_awlen[0] has no driver.
I20251130 15:41:10.020289 26699 StaBuildGraph.cc:216] net io_master_awlen[1] has no driver.
I20251130 15:41:10.020296 26699 StaBuildGraph.cc:216] net io_master_awlen[2] has no driver.
I20251130 15:41:10.020304 26699 StaBuildGraph.cc:216] net io_master_awlen[3] has no driver.
I20251130 15:41:10.020313 26699 StaBuildGraph.cc:216] net io_master_awlen[4] has no driver.
I20251130 15:41:10.020320 26699 StaBuildGraph.cc:216] net io_master_awlen[5] has no driver.
I20251130 15:41:10.020327 26699 StaBuildGraph.cc:216] net io_master_awlen[6] has no driver.
I20251130 15:41:10.020334 26699 StaBuildGraph.cc:216] net io_master_awlen[7] has no driver.
I20251130 15:41:10.020350 26699 StaBuildGraph.cc:216] net io_master_awsize[2] has no driver.
I20251130 15:41:10.020359 26699 StaBuildGraph.cc:216] net io_master_awburst[0] has no driver.
I20251130 15:41:10.020367 26699 StaBuildGraph.cc:216] net io_master_awburst[1] has no driver.
I20251130 15:41:10.020380 26699 StaBuildGraph.cc:216] net io_master_wdata[1] has no driver.
I20251130 15:41:10.020387 26699 StaBuildGraph.cc:216] net io_master_wdata[2] has no driver.
I20251130 15:41:10.020394 26699 StaBuildGraph.cc:216] net io_master_wdata[3] has no driver.
I20251130 15:41:10.020401 26699 StaBuildGraph.cc:216] net io_master_wdata[4] has no driver.
I20251130 15:41:10.020409 26699 StaBuildGraph.cc:216] net io_master_wdata[5] has no driver.
I20251130 15:41:10.020417 26699 StaBuildGraph.cc:216] net io_master_wdata[6] has no driver.
I20251130 15:41:10.020426 26699 StaBuildGraph.cc:216] net io_master_wdata[7] has no driver.
I20251130 15:41:10.020437 26699 StaBuildGraph.cc:216] net io_master_wdata[9] has no driver.
I20251130 15:41:10.020445 26699 StaBuildGraph.cc:216] net io_master_wdata[10] has no driver.
I20251130 15:41:10.020453 26699 StaBuildGraph.cc:216] net io_master_wdata[11] has no driver.
I20251130 15:41:10.020460 26699 StaBuildGraph.cc:216] net io_master_wdata[12] has no driver.
I20251130 15:41:10.020468 26699 StaBuildGraph.cc:216] net io_master_wdata[13] has no driver.
I20251130 15:41:10.020476 26699 StaBuildGraph.cc:216] net io_master_wdata[14] has no driver.
I20251130 15:41:10.020484 26699 StaBuildGraph.cc:216] net io_master_wdata[15] has no driver.
I20251130 15:41:10.020496 26699 StaBuildGraph.cc:216] net io_master_wdata[17] has no driver.
I20251130 15:41:10.020503 26699 StaBuildGraph.cc:216] net io_master_wdata[18] has no driver.
I20251130 15:41:10.020512 26699 StaBuildGraph.cc:216] net io_master_wdata[19] has no driver.
I20251130 15:41:10.020520 26699 StaBuildGraph.cc:216] net io_master_wdata[20] has no driver.
I20251130 15:41:10.020529 26699 StaBuildGraph.cc:216] net io_master_wdata[21] has no driver.
I20251130 15:41:10.020536 26699 StaBuildGraph.cc:216] net io_master_wdata[22] has no driver.
I20251130 15:41:10.020545 26699 StaBuildGraph.cc:216] net io_master_wdata[23] has no driver.
I20251130 15:41:10.020556 26699 StaBuildGraph.cc:216] net io_master_wdata[25] has no driver.
I20251130 15:41:10.020565 26699 StaBuildGraph.cc:216] net io_master_wdata[26] has no driver.
I20251130 15:41:10.020574 26699 StaBuildGraph.cc:216] net io_master_wdata[27] has no driver.
I20251130 15:41:10.020581 26699 StaBuildGraph.cc:216] net io_master_wdata[28] has no driver.
I20251130 15:41:10.020589 26699 StaBuildGraph.cc:216] net io_master_wdata[29] has no driver.
I20251130 15:41:10.020597 26699 StaBuildGraph.cc:216] net io_master_wdata[30] has no driver.
I20251130 15:41:10.020605 26699 StaBuildGraph.cc:216] net io_master_wdata[31] has no driver.
I20251130 15:41:10.020622 26699 StaBuildGraph.cc:216] net io_master_bid[0] has no driver.
I20251130 15:41:10.020649 26699 StaBuildGraph.cc:216] net io_master_bid[1] has no driver.
I20251130 15:41:10.020658 26699 StaBuildGraph.cc:216] net io_master_bid[2] has no driver.
I20251130 15:41:10.020666 26699 StaBuildGraph.cc:216] net io_master_bid[3] has no driver.
I20251130 15:41:10.020674 26699 StaBuildGraph.cc:216] net io_master_bresp[0] has no driver.
I20251130 15:41:10.020681 26699 StaBuildGraph.cc:216] net io_master_bresp[1] has no driver.
I20251130 15:41:10.020803 26699 StaBuildGraph.cc:216] net io_master_arid[0] has no driver.
I20251130 15:41:10.020812 26699 StaBuildGraph.cc:216] net io_master_arid[1] has no driver.
I20251130 15:41:10.020819 26699 StaBuildGraph.cc:216] net io_master_arid[2] has no driver.
I20251130 15:41:10.020828 26699 StaBuildGraph.cc:216] net io_master_arid[3] has no driver.
I20251130 15:41:10.020834 26699 StaBuildGraph.cc:216] net io_master_arlen[0] has no driver.
I20251130 15:41:10.020841 26699 StaBuildGraph.cc:216] net io_master_arlen[1] has no driver.
I20251130 15:41:10.020849 26699 StaBuildGraph.cc:216] net io_master_arlen[2] has no driver.
I20251130 15:41:10.020856 26699 StaBuildGraph.cc:216] net io_master_arlen[3] has no driver.
I20251130 15:41:10.020864 26699 StaBuildGraph.cc:216] net io_master_arlen[4] has no driver.
I20251130 15:41:10.020871 26699 StaBuildGraph.cc:216] net io_master_arlen[5] has no driver.
I20251130 15:41:10.020879 26699 StaBuildGraph.cc:216] net io_master_arlen[6] has no driver.
I20251130 15:41:10.020886 26699 StaBuildGraph.cc:216] net io_master_arlen[7] has no driver.
I20251130 15:41:10.020898 26699 StaBuildGraph.cc:216] net io_master_arsize[2] has no driver.
I20251130 15:41:10.020907 26699 StaBuildGraph.cc:216] net io_master_arburst[1] has no driver.
I20251130 15:41:10.021026 26699 StaBuildGraph.cc:216] net io_master_rid[0] has no driver.
I20251130 15:41:10.021035 26699 StaBuildGraph.cc:216] net io_master_rid[1] has no driver.
I20251130 15:41:10.021044 26699 StaBuildGraph.cc:216] net io_master_rid[2] has no driver.
I20251130 15:41:10.021050 26699 StaBuildGraph.cc:216] net io_master_rid[3] has no driver.
I20251130 15:41:10.021057 26699 StaBuildGraph.cc:216] net io_master_rresp[0] has no driver.
I20251130 15:41:10.021065 26699 StaBuildGraph.cc:216] net io_master_rresp[1] has no driver.
I20251130 15:41:10.021073 26699 StaBuildGraph.cc:216] net io_master_arcache[0] has no driver.
I20251130 15:41:10.021080 26699 StaBuildGraph.cc:216] net io_master_arcache[1] has no driver.
I20251130 15:41:10.021088 26699 StaBuildGraph.cc:216] net io_master_arcache[2] has no driver.
I20251130 15:41:10.021095 26699 StaBuildGraph.cc:216] net io_master_arcache[3] has no driver.
I20251130 15:41:10.021102 26699 StaBuildGraph.cc:216] net io_master_arprot[0] has no driver.
I20251130 15:41:10.021109 26699 StaBuildGraph.cc:216] net io_master_arprot[1] has no driver.
I20251130 15:41:10.021117 26699 StaBuildGraph.cc:216] net io_master_arprot[2] has no driver.
I20251130 15:41:10.021124 26699 StaBuildGraph.cc:216] net io_master_arqos[0] has no driver.
I20251130 15:41:10.021131 26699 StaBuildGraph.cc:216] net io_master_arqos[1] has no driver.
I20251130 15:41:10.021139 26699 StaBuildGraph.cc:216] net io_master_arqos[2] has no driver.
I20251130 15:41:10.021147 26699 StaBuildGraph.cc:216] net io_master_arqos[3] has no driver.
I20251130 15:41:10.021154 26699 StaBuildGraph.cc:216] net io_master_awcache[0] has no driver.
I20251130 15:41:10.021162 26699 StaBuildGraph.cc:216] net io_master_awcache[1] has no driver.
I20251130 15:41:10.021169 26699 StaBuildGraph.cc:216] net io_master_awcache[2] has no driver.
I20251130 15:41:10.021176 26699 StaBuildGraph.cc:216] net io_master_awcache[3] has no driver.
I20251130 15:41:10.021183 26699 StaBuildGraph.cc:216] net io_master_awprot[0] has no driver.
I20251130 15:41:10.021191 26699 StaBuildGraph.cc:216] net io_master_awprot[1] has no driver.
I20251130 15:41:10.021198 26699 StaBuildGraph.cc:216] net io_master_awprot[2] has no driver.
I20251130 15:41:10.021205 26699 StaBuildGraph.cc:216] net io_master_awqos[0] has no driver.
I20251130 15:41:10.021214 26699 StaBuildGraph.cc:216] net io_master_awqos[1] has no driver.
I20251130 15:41:10.021230 26699 StaBuildGraph.cc:216] net io_master_awqos[2] has no driver.
I20251130 15:41:10.021237 26699 StaBuildGraph.cc:216] net io_master_awqos[3] has no driver.
I20251130 15:41:10.021245 26699 StaBuildGraph.cc:216] net io_slave_arcache[0] has no driver.
I20251130 15:41:10.021252 26699 StaBuildGraph.cc:216] net io_slave_arcache[1] has no driver.
I20251130 15:41:10.021260 26699 StaBuildGraph.cc:216] net io_slave_arcache[2] has no driver.
I20251130 15:41:10.021268 26699 StaBuildGraph.cc:216] net io_slave_arcache[3] has no driver.
I20251130 15:41:10.021275 26699 StaBuildGraph.cc:216] net io_slave_arprot[0] has no driver.
I20251130 15:41:10.021282 26699 StaBuildGraph.cc:216] net io_slave_arprot[1] has no driver.
I20251130 15:41:10.021289 26699 StaBuildGraph.cc:216] net io_slave_arprot[2] has no driver.
